LABEL,mean,median,std
WhiteMatter,0.44349650575841704,0.6356715494591751,0.9758487475214217
GreyMatter,0.36557015614725247,0.41886116991581024,0.4406213072038912
Amygdala,-3.2779036079766657,-3.3321073568868735,1.0076053080913148
Hippocampus,-3.305110209641011,-3.7870526607821926,1.4972947383248092
Thalamus,-4.674618168272328,-4.351709065620762,1.1083007772008617
