SUBJECT,LABEL,post,pre,improvement
117122,Amygdala,11.74734012447073,15.394804318340652,-3.647464193869922
117122,GreyMatter,4.0,3.4641016151377544,0.5358983848622456
117122,Hippocampus,10.04987562112089,13.96424004376894,-3.9143644226480507
117122,Thalamus,4.123105625617661,8.306623862918075,-4.183518237300414
117122,WhiteMatter,5.0,4.0,1.0
118528,Amygdala,12.083045973594572,15.588457268119896,-3.5054112945253237
118528,GreyMatter,3.605551275463989,3.1622776601683795,0.4432736152956096
118528,Hippocampus,13.19090595827292,14.89966442575134,-1.70875846747842
118528,Thalamus,3.741657386773941,8.366600265340756,-4.624942878566815
118528,WhiteMatter,3.4641016151377544,3.605551275463989,-0.14144966032623474
118730,Amygdala,10.0,13.41640786499874,-3.4164078649987406
118730,GreyMatter,4.0,3.0,1.0
118730,Hippocampus,9.219544457292889,12.884098726725126,-3.6645542694322373
118730,Thalamus,4.242640687119285,8.660254037844387,-4.4176133507251025
118730,WhiteMatter,4.0,3.605551275463989,0.3944487245360109
118932,Amygdala,11.0,14.247806848775006,-3.2478068487750065
118932,GreyMatter,4.0,3.0,1.0
118932,Hippocampus,9.0,13.038404810405298,-4.038404810405298
118932,Thalamus,3.741657386773941,8.12403840463596,-4.38238101786202
118932,WhiteMatter,4.898979485566356,3.605551275463989,1.2934282101023666
120111,Amygdala,8.06225774829855,10.488088481701515,-2.4258307334029663
120111,GreyMatter,4.0,3.605551275463989,0.3944487245360109
120111,Hippocampus,7.211102550927978,12.16552506059644,-4.954422509668462
120111,Thalamus,3.741657386773941,10.246950765959598,-6.505293379185657
120111,WhiteMatter,4.69041575982343,3.1622776601683795,1.5281380996550502
122317,Amygdala,11.090536506409418,14.0356688476182,-2.945132341208783
122317,GreyMatter,3.741657386773941,3.4641016151377544,0.2775557716361865
122317,Hippocampus,10.3440804327886,12.884098726725126,-2.5400182939365266
122317,Thalamus,3.605551275463989,7.54983443527075,-3.9442831598067607
122317,WhiteMatter,5.0990195135927845,3.741657386773941,1.3573621268188436
122620,Amygdala,11.180339887498947,16.76305461424021,-5.582714726741264
122620,GreyMatter,4.358898943540674,4.47213595499958,-0.11323701145890563
122620,Hippocampus,12.16552506059644,14.696938456699067,-2.531413396102627
122620,Thalamus,3.741657386773941,7.3484692283495345,-3.6068118415755936
122620,WhiteMatter,4.0,5.385164807134504,-1.3851648071345037
123117,Amygdala,11.40175425099138,13.2664991614216,-1.86474491043022
123117,GreyMatter,3.4641016151377544,3.605551275463989,-0.14144966032623474
123117,Hippocampus,7.810249675906654,13.152946437965904,-5.34269676205925
123117,Thalamus,3.605551275463989,10.488088481701515,-6.882537206237526
123117,WhiteMatter,4.47213595499958,4.123105625617661,0.349030329381919
123925,Amygdala,10.246950765959598,12.727922061357855,-2.4809712953982572
123925,GreyMatter,3.741657386773941,4.0,-0.2583426132260591
123925,Hippocampus,12.083045973594572,12.529964086141668,-0.44691811254709535
123925,Thalamus,3.1622776601683795,7.483314773547883,-4.321037113379504
123925,WhiteMatter,5.0,4.123105625617661,0.8768943743823394
124422,Amygdala,8.54400374531753,12.206555615733702,-3.6625518704161717
124422,GreyMatter,4.123105625617661,3.605551275463989,0.5175543501536715
124422,Hippocampus,8.660254037844387,12.569805089976535,-3.909551052132148
124422,Thalamus,3.605551275463989,7.483314773547883,-3.8777634980838935
124422,WhiteMatter,3.1622776601683795,4.0,-0.8377223398316205
