LABEL,DICE_MEAN,DICE_STD,HDRFDST_MEAN,HDRFDST_STD,N
Amygdala,0.4398476648834346,0.038058191874493885,13.813526508230737,1.821624856612825,10
GreyMatter,0.6061355106623824,0.017602916108121005,3.5379270671835434,0.4510137559987007,10
Hippocampus,0.47860631708775614,0.016837924864683593,13.278568586475544,0.930720326930144,10
Thalamus,0.7546409048551215,0.01962722515806324,8.405748902911634,1.1271327345673081,10
WhiteMatter,0.7694615909603384,0.009986927587108133,3.935196493170411,0.5908831056979191,10
