LABEL,DICE_MEAN,DICE_STD,HDRFDST_MEAN,HDRFDST_STD,N
Amygdala,0.526058507124381,0.04752008508147179,10.535622900254072,1.3336041823411229,10
GreyMatter,0.6145046748324148,0.01705451860246683,3.9034972233307954,0.26396428093539315,10
Hippocampus,0.6014794693526395,0.03184853548504119,9.973458376834534,1.9804960112583152,10
Thalamus,0.7991133520516336,0.016969215268074798,3.7311307346393052,0.2956413762764193,10
WhiteMatter,0.791448124981653,0.007456376820441945,4.378692998928829,0.6888376853896417,10
