experiment_id,name,description,timestamp,status,duration_seconds,config_file,experiment_root,pipeline_run_dir,metrics_pre_csv,metrics_post_csv
all_preprocessing_20251111_113019,all_preprocessing,All preprocessing components enabled with postprocessing.,2025-11-11T11:30:19.890651,completed,278.337986,./experiments_001/all_preprocessing_20251111_113019/config.json,./experiments_001/all_preprocessing_20251111_113019,./experiments_001/all_preprocessing_20251111_113019/2025-11-11-11-30-50,./experiments_001/all_preprocessing_20251111_113019/2025-11-11-11-30-50/metrics_preprocessed.csv,./experiments_001/all_preprocessing_20251111_113019/2025-11-11-11-30-50/metrics_postprocessed.csv
